State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Beetroot,Beetroot,Local,26/07/2026,4500,5000,4750
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Raddish,Raddish,Local,26/07/2026,2500,3000,2750
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )",Drumstick,Drumstick,Local,26/07/2026,4500,5000,4750
"Tamil Nadu","The Nilgiris","Udhagamandalam(Uzhavar Sandhai )","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,26/07/2026,4500,5200,4850
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,26/07/2026,2600,2800,2700
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Drumstick,Drumstick,Local,26/07/2026,3000,3500,3250
"Tamil Nadu",Theni,"Andipatti(Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,26/07/2026,23000,23000,23000
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,26/07/2026,3200,3200,3200
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )",Banana,Besrai,Local,26/07/2026,6000,6000,6000
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,26/07/2026,5400,5400,5400
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )",Ashgourd,Gouard,Local,26/07/2026,1600,1600,1600
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,26/07/2026,1800,1800,1800
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,26/07/2026,2500,2500,2500
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )",Beetroot,Beetroot,Local,26/07/2026,4500,4500,4500
"Tamil Nadu",Theni,"Bodinayakanur(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,26/07/2026,5500,5500,5500
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,26/07/2026,4500,5200,4850
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )",Lime,Lime,Local,26/07/2026,14000,14000,14000
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,26/07/2026,4400,4400,4400
"Tamil Nadu",Theni,"Chinnamanur(Uzhavar Sandhai )",Yam(Ratalu),"Yam (Ratalu)",Local,26/07/2026,7400,7400,7400
"Tamil Nadu",Theni,"Kambam(Uzhavar Sandhai )",Banana,Besrai,Local,26/07/2026,2500,6000,4250
"Tamil Nadu",Theni,"Kambam(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,26/07/2026,5000,5400,5200
"Tamil Nadu",Theni,"Kambam(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,26/07/2026,1400,1800,1600
"Tamil Nadu",Theni,"Kambam(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,26/07/2026,2500,3200,2850
"Tamil Nadu",Theni,"Kambam(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,26/07/2026,10000,17000,13500
"Tamil Nadu",Theni,"Kambam(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,26/07/2026,3000,4000,3500
"Tamil Nadu",Theni,"Kambam(Uzhavar Sandhai )",Beetroot,Beetroot,Local,26/07/2026,4000,4400,4200
"Tamil Nadu",Theni,"Kambam(Uzhavar Sandhai )",Capsicum,Capsicum,Local,26/07/2026,7000,7000,7000
"Tamil Nadu",Theni,"Kambam(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,26/07/2026,5500,5500,5500
"Tamil Nadu",Theni,"Theni(Uzhavar Sandhai )",Potato,Other,Local,26/07/2026,2600,2600,2600
"Tamil Nadu",Theni,"Theni(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,26/07/2026,3000,3500,3250
"Tamil Nadu",Theni,"Theni(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,26/07/2026,1500,1800,1650
"Tamil Nadu",Theni,"Theni(Uzhavar Sandhai )",Cabbage,Cabbage,Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Theni,"Theni(Uzhavar Sandhai )","Green Avare(W)",Other,Local,26/07/2026,5000,7000,6000
"Tamil Nadu",Theni,"Theni(Uzhavar Sandhai )",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,26/07/2026,3500,3500,3500
"Tamil Nadu",Theni,"Theni(Uzhavar Sandhai )",Pomegranate,Pomogranate,Local,26/07/2026,14000,26000,20000
"Tamil Nadu",Theni,"Theni(Uzhavar Sandhai )",Lemon,Lemon,Local,26/07/2026,4000,4500,4250
"Tamil Nadu",Theni,"Theni(Uzhavar Sandhai )","Baby Corn","Baby Corn","Grade A",26/07/2026,5000,5000,5000
"Tamil Nadu",Thirunelveli,"Kandiyaperi(Uzhavar Sandhai )",Brinjal,Other,Local,26/07/2026,4500,5000,4750
"Tamil Nadu",Thirunelveli,"Kandiyaperi(Uzhavar Sandhai )",Ashgourd,Gouard,Local,26/07/2026,1400,1600,1500
"Tamil Nadu",Thirunelveli,"Kandiyaperi(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,26/07/2026,3200,3500,3350
"Tamil Nadu",Thirunelveli,"Melapalayam(Uzhavar Sandhai )",Garlic,Garlic,Local,26/07/2026,24000,28000,26000
"Tamil Nadu",Thirunelveli,"Melapalayam(Uzhavar Sandhai )",Banana,"Red Banana",Local,26/07/2026,9000,10000,9500
"Tamil Nadu",Thirunelveli,"Melapalayam(Uzhavar Sandhai )","Bitter gourd",Other,Local,26/07/2026,5500,6500,6000
"Tamil Nadu",Thirunelveli,"Melapalayam(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,26/07/2026,1200,1400,1300
"Tamil Nadu",Thirunelveli,"Melapalayam(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,26/07/2026,3200,3500,3350
"Tamil Nadu",Thirunelveli,"Melapalayam(Uzhavar Sandhai )",Tapioca,Tapioca,Local,26/07/2026,3000,3500,3250
"Tamil Nadu",Thirunelveli,"Melapalayam(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,26/07/2026,1600,1800,1700
"Tamil Nadu",Thirunelveli,"Melapalayam(Uzhavar Sandhai )",Beetroot,Beetroot,Local,26/07/2026,4800,7400,6100
"Tamil Nadu",Thirunelveli,"Melapalayam(Uzhavar Sandhai )",Drumstick,Drumstick,Local,26/07/2026,2500,2800,2650
"Tamil Nadu",Thirunelveli,"NGO Colony(Uzhavar Sandhai )",Lemon,Lemon,Local,26/07/2026,4500,5000,4750
"Tamil Nadu",Thirunelveli,"NGO Colony(Uzhavar Sandhai )","Onion Green","Onion Green",Local,26/07/2026,6500,7000,6750
"Tamil Nadu",Thirunelveli,"Palayamkottai(Uzhavar Sandhai )",Apple,American,Local,26/07/2026,22000,24000,23000
"Tamil Nadu",Thirunelveli,"Palayamkottai(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,26/07/2026,17000,17500,17250
"Tamil Nadu",Thirunelveli,"Palayamkottai(Uzhavar Sandhai )",Cabbage,Cabbage,Local,26/07/2026,4000,4400,4200
"Tamil Nadu",Thirunelveli,"Palayamkottai(Uzhavar Sandhai )",Lime,Lime,Local,26/07/2026,17000,18000,17500
"Tamil Nadu",Thirunelveli,"Palayamkottai(Uzhavar Sandhai )",Colacasia,Colacasia,Local,26/07/2026,4000,5000,4500
"Tamil Nadu",Thirupur,"Kangayam(Uzhavar Sandhai )",Banana,Besrai,Local,26/07/2026,3500,3800,3650
"Tamil Nadu",Thirupur,"Kangayam(Uzhavar Sandhai )",Brinjal,Round,Local,26/07/2026,5900,6200,6050
"Tamil Nadu",Thirupur,"Kangayam(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,26/07/2026,1500,1800,1650
"Tamil Nadu",Thirupur,"Kangayam(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,26/07/2026,2500,2800,2650
"Tamil Nadu",Thirupur,"Kangayam(Uzhavar Sandhai )","Amla(Nelli Kai)",Amla,Local,26/07/2026,7500,8000,7750
"Tamil Nadu",Thirupur,"Kangayam(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,26/07/2026,1900,2200,2050
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai )",Banana,"Red Banana",Local,26/07/2026,6000,6600,6300
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,26/07/2026,1200,1600,1400
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,26/07/2026,6000,7000,6500
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai )",Beetroot,Beetroot,Local,26/07/2026,7000,8000,7500
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai )","Tender Coconut","Tender Coconut",Local,26/07/2026,3000,3500,3250
"Tamil Nadu",Thirupur,"Tiruppur (North) (Uzhavar Sandhai )",Lemon,Lemon,Local,26/07/2026,7000,7500,7250
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai )",Garlic,Garlic,Local,26/07/2026,17000,18000,17500
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai )",Banana,"Red Banana",Local,26/07/2026,5000,6000,5500
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai )",Mango,Safeda,Local,26/07/2026,5000,6000,5500
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai )",Papaya,Papaya,Local,26/07/2026,2000,2500,2250
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai )",Coconut,Coconut,Local,26/07/2026,4000,5000,4500
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai )",Carrot,Pusakesar,Local,26/07/2026,8000,9000,8500
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,26/07/2026,3000,4000,3500
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai )",Beetroot,Beetroot,Local,26/07/2026,9000,10000,9500
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai )",Thondekai,Thondekai,Local,26/07/2026,4000,5000,4500
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai )","Green Avare(W)",Other,Local,26/07/2026,6000,7000,6500
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai )",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Thirupur,"Tiruppur (South) (Uzhavar Sandhai )",Lemon,Lemon,Local,26/07/2026,7000,8000,7500
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai )",Garlic,Garlic,Local,26/07/2026,22000,26000,24000
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai )",Mango,Safeda,Local,26/07/2026,3300,4000,3650
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,26/07/2026,7000,8000,7500
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,26/07/2026,1600,2000,1800
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai )",Ashgourd,Gouard,Local,26/07/2026,1600,2000,1800
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai )",Coconut,Coconut,Local,26/07/2026,4200,5000,4600
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai )",Beetroot,Beetroot,Local,26/07/2026,4200,5000,4600
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,26/07/2026,3300,4000,3650
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,26/07/2026,5000,6000,5500
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai )","Onion Green","Onion Green",Local,26/07/2026,6000,7000,6500
"Tamil Nadu",Thiruvannamalai,"Chengam(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,26/07/2026,5000,6000,5500
"Tamil Nadu",Thiruvannamalai,"Keelpennathur(Uzhavar Sandhai )",Onion,Bellary,Local,26/07/2026,2000,3000,2500
"Tamil Nadu",Thiruvannamalai,"Keelpennathur(Uzhavar Sandhai )",Potato,"Red Nanital",Local,26/07/2026,3000,4000,3500
"Tamil Nadu",Thiruvannamalai,"Keelpennathur(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,26/07/2026,3000,4000,3500
"Tamil Nadu",Thiruvannamalai,"Keelpennathur(Uzhavar Sandhai )",Chikoos(Sapota),Sapota,Local,26/07/2026,4000,5000,4500
"Tamil Nadu",Thiruvannamalai,"Keelpennathur(Uzhavar Sandhai )",Tomato,Deshi,Local,26/07/2026,1500,2000,1750
"Tamil Nadu",Thiruvannamalai,"Keelpennathur(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,26/07/2026,5000,6000,5500
"Tamil Nadu",Thiruvannamalai,"Keelpennathur(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,26/07/2026,3000,4000,3500
"Tamil Nadu",Thiruvannamalai,"Keelpennathur(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,26/07/2026,7000,8000,7500
"Tamil Nadu",Thiruvannamalai,"Keelpennathur(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,26/07/2026,7000,8000,7500
"Tamil Nadu",Thiruvannamalai,"Keelpennathur(Uzhavar Sandhai )",Beetroot,Beetroot,Local,26/07/2026,5000,6000,5500
"Tamil Nadu",Thiruvannamalai,"Keelpennathur(Uzhavar Sandhai )","Karbuja(Musk Melon)",Karbhuja,Local,26/07/2026,4000,5000,4500
"Tamil Nadu",Thiruvannamalai,"Keelpennathur(Uzhavar Sandhai )",Marigold(Calcutta),Marigold(Calcutta),Local,26/07/2026,20000,24000,22000
"Tamil Nadu",Thiruvannamalai,"Tamarainagar(Uzhavar Sandhai )",Mango,Safeda,Local,26/07/2026,5000,6000,5500
"Tamil Nadu",Thiruvannamalai,"Tamarainagar(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,26/07/2026,3500,4200,3850
"Tamil Nadu",Thiruvannamalai,"Tamarainagar(Uzhavar Sandhai )",Tapioca,Tapioca,Local,26/07/2026,1800,2200,2000
"Tamil Nadu",Thiruvannamalai,"Tamarainagar(Uzhavar Sandhai )",Thondekai,Thondekai,Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Thiruvannamalai,"Tamarainagar(Uzhavar Sandhai )",Fig(Anjura/Anjeer),Anjura,Local,26/07/2026,5000,6000,5500
"Tamil Nadu",Thiruvannamalai,"Tamarainagar(Uzhavar Sandhai )","Sweet Corn ","Sweet Corn ",Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Thiruvannamalai,"Vandavasi(Uzhavar Sandhai )",Tomato,Local,Local,26/07/2026,1500,2000,1750
"Tamil Nadu",Thiruvannamalai,"Vandavasi(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,26/07/2026,4000,4800,4400
"Tamil Nadu",Thiruvannamalai,"Vandavasi(Uzhavar Sandhai )",Ashgourd,Gouard,Local,26/07/2026,2000,2500,2250
"Tamil Nadu",Thiruvannamalai,"Vandavasi(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,26/07/2026,1600,2000,1800
"Tamil Nadu",Thiruvannamalai,"Vandavasi(Uzhavar Sandhai )",Coconut,Coconut,Local,26/07/2026,4000,5000,4500
"Tamil Nadu",Thiruvannamalai,"Vandavasi(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,26/07/2026,3600,4200,3900
"Tamil Nadu",Thiruvannamalai,"Vandavasi(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,26/07/2026,5000,6000,5500
"Tamil Nadu",Thiruvarur,"Muthupettai(Uzhavar Sandhai )",Cabbage,Cabbage,Local,26/07/2026,5000,5000,5000
"Tamil Nadu",Thiruvarur,"Muthupettai(Uzhavar Sandhai )",Beetroot,Beetroot,Local,26/07/2026,5000,5000,5000
"Tamil Nadu",Thiruvarur,"Muthupettai(Uzhavar Sandhai )",Lime,Lime,Local,26/07/2026,3000,3000,3000
"Tamil Nadu",Thiruvarur,"Muthupettai(Uzhavar Sandhai )",Lemon,Lemon,Local,26/07/2026,5000,5000,5000
"Tamil Nadu",Thiruvarur,"Muthupettai(Uzhavar Sandhai )","Onion Green","Onion Green",Local,26/07/2026,6000,6000,6000
"Tamil Nadu",Thiruvarur,"Needamangalam(Uzhavar Sandhai )",Tomato,Deshi,Local,26/07/2026,2000,2000,2000
"Tamil Nadu",Thiruvarur,"Needamangalam(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,26/07/2026,6400,6400,6400
"Tamil Nadu",Thiruvarur,"Needamangalam(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,26/07/2026,2600,2600,2600
"Tamil Nadu",Thiruvarur,"Needamangalam(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,26/07/2026,2000,2000,2000
"Tamil Nadu",Thiruvarur,"Needamangalam(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Thiruvarur,"Tiruvarur(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,26/07/2026,2500,2500,2500
"Tamil Nadu",Thiruvarur,"Tiruvarur(Uzhavar Sandhai )","Jack Fruit(Ripe)","Jack Fruit",Local,26/07/2026,3000,3000,3000
"Tamil Nadu",Thiruvarur,"Tiruvarur(Uzhavar Sandhai )",Lemon,Lemon,Local,26/07/2026,5000,5000,5000
"Tamil Nadu",Thiruvarur,"Tiruvarur(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,26/07/2026,7000,7000,7000
"Uttar Pradesh",Bareilly,"Bareilly APMC",Onion,Other,FAQ,26/07/2026,1000,1800,1141.41
"Uttar Pradesh",Barabanki,"Barabanki APMC","Mentha Oil",Other,FAQ,26/07/2026,130000,135000,134809.94
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )",Onion,Bellary,Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,26/07/2026,5000,5000,5000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,26/07/2026,7500,7500,7500
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )",Coconut,Coconut,Local,26/07/2026,6000,6000,6000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )",Thondekai,Thondekai,Local,26/07/2026,3500,4500,4000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )","Green Avare(W)","Green Avare (W)",Local,26/07/2026,7000,7000,7000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )",Guava,"Guava Allahabad",Local,26/07/2026,5000,5000,5000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )",Colacasia,Colacasia,Local,26/07/2026,6000,6000,6000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,26/07/2026,4000,4000,4000
"Uttar Pradesh",Badaun,"Bilsi APMC",Maize,Other,FAQ,26/07/2026,1900,1900,1900
"Uttar Pradesh",Fatehpur,"Bindki APMC","Black Gram Dal(Urd Dal)",Other,FAQ,26/07/2026,7800,7800,7800
"Tamil Nadu",Thiruvarur,"Valangaiman APMC",Tomato,Deshi,Local,26/07/2026,2000,2000,2000
"Tamil Nadu",Thiruvarur,"Valangaiman APMC","Bitter gourd","Bitter Gourd",Local,26/07/2026,6000,6000,6000
"Tamil Nadu",Thiruvarur,"Valangaiman APMC",Snakeguard,Snakeguard,Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Papaya,Papaya,Local,26/07/2026,3000,3500,3250
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,26/07/2026,3000,3500,3250
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Coconut,Coconut,Local,26/07/2026,5500,6000,5750
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Beetroot,Beetroot,Local,26/07/2026,5500,6000,5750
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,26/07/2026,6500,7000,6750
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,26/07/2026,6500,7000,6750
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai )","Bitter gourd",Other,Local,26/07/2026,7500,8000,7750
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,26/07/2026,19000,20000,19500
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai )",Carrot,Pusakesar,Local,26/07/2026,8500,9000,8750
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai )",Beetroot,Beetroot,Local,26/07/2026,5500,6000,5750
"Tamil Nadu",Virudhunagar,"Kariyapatti(Uzhavar Sandhai )",Guava,"Guava Allahabad",Local,26/07/2026,4500,5000,4750
"Tamil Nadu",Thiruvellore,"Tiruvallur(Uzhavar Sandhai )",Tomato,Deshi,Local,26/07/2026,2500,2500,2500
"Tamil Nadu",Thiruvellore,"Tiruvallur(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Thiruvellore,"Tiruvallur(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,26/07/2026,5000,5000,5000
"Tamil Nadu",Thiruvellore,"Tiruvallur(Uzhavar Sandhai )",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Thiruvellore,"Tiruvallur(Uzhavar Sandhai )","Tender Coconut","Tender Coconut",Local,26/07/2026,3500,3500,3500
"Madhya Pradesh",Dhar,"Manawar(F&V) APMC",Potato,Potato,"Grade B",26/07/2026,1100,1250,1156
"Madhya Pradesh",Dhar,"Manawar(F&V) APMC",Brinjal,Brinjal,"Grade B",26/07/2026,500,800,607
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )",Potato,"Red Nanital",Local,26/07/2026,3200,3200,3200
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,26/07/2026,4500,4500,4500
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,26/07/2026,3500,3500,3500
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,26/07/2026,5000,6000,5500
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )",Cowpea(Veg),"Cowpea (Veg)",Local,26/07/2026,5500,5500,5500
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )",Carrot,Pusakesar,Local,26/07/2026,7000,7000,7000
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )",Capsicum,Capsicum,Local,26/07/2026,6000,6000,6000
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )","Tender Coconut","Tender Coconut",Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )","Custard Apple(Sharifa)","Custard Apple(Sharifa)",Local,26/07/2026,5000,5000,5000
"Tamil Nadu",Vellore,"Katpadi (Uzhavar Sandhai )","Sweet Corn ","Sweet Corn ",Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai )",Banana,Besrai,Local,26/07/2026,3000,4000,3500
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai )",Chikoos(Sapota),Sapota,Local,26/07/2026,5000,6000,5500
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai )",Ashgourd,Gouard,Local,26/07/2026,2000,2600,2300
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )",Groundnut,"Big (With Shell)",Local,26/07/2026,6000,7000,6500
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,26/07/2026,2000,2400,2200
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )",Cucumbar(Kheera),Cucumbar,Local,26/07/2026,4000,5000,4500
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )",Thondekai,Thondekai,Local,26/07/2026,5500,6000,5750
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )",Guava,"Guava Allahabad",Local,26/07/2026,7000,8000,7500
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )",Colacasia,Colacasia,Local,26/07/2026,4000,5000,4500
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,26/07/2026,5500,6000,5750
"Tamil Nadu",Salem,"Vazhapadi(Uzhavar Sandhai)","Bitter gourd","Bitter Gourd",Local,26/07/2026,6000,6500,6250
"Tamil Nadu",Salem,"Vazhapadi(Uzhavar Sandhai)",Ashgourd,Gouard,Local,26/07/2026,2400,2400,2400
"Tamil Nadu",Salem,"Vazhapadi(Uzhavar Sandhai)","Bhindi(Ladies Finger)",Bhindi,Local,26/07/2026,3000,3400,3200
"Tamil Nadu",Salem,"Vazhapadi(Uzhavar Sandhai)",Ginger(Green),"Green Ginger",Local,26/07/2026,10000,16000,13000
"Tamil Nadu",Salem,"Vazhapadi(Uzhavar Sandhai)",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Salem,"Vazhapadi(Uzhavar Sandhai)","Knool Khol","Knool Khol",Local,26/07/2026,5000,5000,5000
